Category,Opp Id,Name,Account,Stage,Close,Stored Code,Derived Code (revenue rule),LAWM revenue,LWKM revenue,Link
WRONG_CODE,006Px00000LjaiuIAB,001800440798-GSK HEALTHCARE-2025 BUNDLE-GBP,Gsk Consumer Healthcare,Closed Won,2025-03-13,2,1,11000.00,5500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaiuIAB
WRONG_CODE,006Px00000LjaivIAB,001800440759-BIGHAND-2025 BUNDLE,Bighand,Closed Won,2025-05-29,3,1,13200.00,5000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaivIAB
WRONG_CODE,006Px00000LjaiwIAB,001800440716-KYNDRYL-2025 BUNDLE,Kyndryl,Closed Won,2025-03-31,2,1,14500.00,8000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaiwIAB
WRONG_CODE,006Px00000LjaixIAB,001800440533-ACCENTURE-2025 BUNDLE13885,Accenture,Closed Won,2025-04-08,3,1,22000.00,11000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaixIAB
WRONG_CODE,006Px00000LjaiyIAB,001800440171-KPMG-2025 BUNDLE,Kpmg (Us) LLP,Closed Won,2025-04-18,3,1,35250.00,13000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LjaiyIAB
WRONG_CODE,006Px00000LkSheIAF,001800443001-PEREIRA SEARCH-2025 CORP BUNDLE-GBP,Pereira Search Ltd,Closed Won,2026-01-14,3,1,3000.00,950.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkSheIAF
WRONG_CODE,006Px00000LkStmIAF,1850717125-BLAQWELL-2026 LAW,"Blaqwell, Inc.",Closed Won,2026-01-05,3,1,3995.00,0.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkStmIAF
WRONG_CODE,006Px00000LkSttIAF,1850697895-CITI PRIVATE BANK-2026 LAW,Citi Law Firm Group,Closed Won,2026-01-07,3,1,59000.00,13000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkSttIAF
WRONG_CODE,006Px00000LkT6NIAV,1850716801-LEGANCE AVVOCATI ASSOCIATI-2025 TAL + LWK,Legance - Avvocati Associati,Closed Won,2025-12-11,1,3,0,5450.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkT6NIAV
WRONG_CODE,006Px00000LkT9BIAV,1800443782-HOMBURGER AG-2026 CORP BUND-GBP,Homburger AG,Closed Won,2026-01-27,3,1,4000.00,1250.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkT9BIAV
WRONG_CODE,006Px00000LkihuIAB,(NEW)-KING & WOOD MALLESONS-2024 LAW LDCI,Mallesons,Closed Won,2024-10-22,3,1,8350.00,5500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LkihuIAB
WRONG_CODE,006Px00000Ll2atIAB,1850715199-BRUNSWICK GROUP-2025 LAW,Brunswick Group Advisory Ltd,Closed Won,2025-06-30,3,1,14851.00,10999.00,https://lawbusinessresearch.my.salesforce.com/006Px00000Ll2atIAB
WRONG_CODE,006Px00000Ll2avIAB,001800427265-EPSTEIN BECKER GREEN-2025 NAG RENEWAL,"Epstein Becker & Green, P.C.",Closed Won,2025-06-24,3,1,207545.00,16389.00,https://lawbusinessresearch.my.salesforce.com/006Px00000Ll2avIAB
WRONG_CODE,006Px00000Ll2awIAB,1850715453-OLANIWUN AJAYI-2025 LAW,Olaniwun Ajayi Lp,Closed Won,2025-10-31,3,1,7095.00,3700.00,https://lawbusinessresearch.my.salesforce.com/006Px00000Ll2awIAB
WRONG_CODE,006Px00000Ll2bKIAR,SU - OneTrust - Law.com,Ot Technology Inc,Closed Won,2025-05-09,3,1,15000.00,3750.00,https://lawbusinessresearch.my.salesforce.com/006Px00000Ll2bKIAR
WRONG_CODE,006Px00000LlGfiIAF,001800441844-FTI CONSULTING-2025 BUNDLE,"FTI Consulting, Inc",Closed Won,2025-09-29,3,1,25142.40,19176.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlGfiIAF
WRONG_CODE,006Px00000LlGfnIAF,001800442778-BROADCOM INC-2025 CORP BUNDLE,Broadcom - Use This One,Closed Won,2025-08-11,3,1,11000.00,4000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlGfnIAF
WRONG_CODE,006Px00000LlGfxIAF,1800444026-AMERICAN EXPRESS-2026 CORP BUND,American Express Company,Closed Won,2026-02-10,3,1,16000.00,7980.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlGfxIAF
WRONG_CODE,006Px00000LlNOZIA3,1800441165-MORI HAMADA MATSUMOTO-2025 NAG Renewal,Mori Hamada & Matsumoto,Closed Won,2025-06-30,3,1,52885.80,35257.20,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNOZIA3
WRONG_CODE,006Px00000LlNOuIAN,1850714066-DAVIES WARD PHILIPS VINEBERG-2025 LAW,Davies Ward Phillips & Vineberg LLP,Closed Won,2025-05-22,3,1,10593.75,7062.50,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNOuIAN
WRONG_CODE,006Px00000LlNTJIA3,NEW- McKinsey & Co- 2025 LAWM LWKM,"McKinsey & Company, Inc.",Closed Won,2025-05-20,3,1,38000.00,7500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNTJIA3
WRONG_CODE,006Px00000LlNZWIA3,New-CenterPeak,Centerpeak,Closed Won,2025-03-13,3,1,10000.00,1250.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNZWIA3
WRONG_CODE,006Px00000LlNh6IAF,001800423717-GOWLING WLG CANADA LLP-2025 NAG - 2,Gowling WLG (Canada) LLP,Closed Won,2025-12-22,3,1,22669.00,8501.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNh6IAF
WRONG_CODE,006Px00000LlNhLIAV,New- Kim & Chang- LDCI + LDC,Kim & Chang,Closed Won,2025-04-29,3,1,12000.00,5000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNhLIAV
WRONG_CODE,006Px00000LlNhNIAV,NEW - Simmons & Simmons - Law.com and International 2025,Simmons & Simmons LLP,Closed Won,2025-05-13,3,1,11000.00,7500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNhNIAV
WRONG_CODE,006Px00000LlNhcIAF,1800437261-BORDEN LADNER GERVAIS-2025 NAG Renewal,Borden Ladner Gervais,Closed Won,2025-06-16,3,1,18563.00,6077.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNhcIAF
WRONG_CODE,006Px00000LlNjeIAF,NEW - WILLIAMS LEA - 2025 Law.com and International,Williams Lea,Closed Won,2025-09-02,3,1,30000.00,11000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNjeIAF
WRONG_CODE,006Px00000LlNl2IAF,1800442520-KING WOOD MALLESONS-2025 NAG Renewal,Mallesons,Closed Won,2025-10-28,3,1,9602.50,6325.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNl2IAF
WRONG_CODE,006Px00000LlNl4IAF,1800442507-LIEFF CABRASER HEIMANN BERNSTE-2025 NAG Renewal,"Lieff Cabraser Heimann & Bernstein, LLP",Closed Won,2025-10-29,3,1,33400.00,320.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNl4IAF
WRONG_CODE,006Px00000LlNn7IAF,NEW - Broadfield Law (UK/HK) - Law.com and International 2025,Broadfield Law UK LLP,Closed Won,2025-05-08,3,1,15000.00,10000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNn7IAF
WRONG_CODE,006Px00000LlNnCIAV,NEW - Loyens & Loeff - LDC and LDCI 2025,Loyens & Loeff Nv,Closed Won,2025-10-10,3,1,45850.00,33000.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNnCIAV
WRONG_CODE,006Px00000LlNpyIAF,1800345437-MILBANK-2025 NAG Renewal,Milbank LLP,Closed Won,2025-10-22,3,1,365011.82,105688.59,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNpyIAF
WRONG_CODE,006Px00000LlNq1IAF,1800441354-OSLER HOSKIN HARTCOURT-2025 NAG Renewal,Osler Hoskin & Harcourt LLP,Closed Won,2025-07-24,3,1,20800.00,10400.00,https://lawbusinessresearch.my.salesforce.com/006Px00000LlNq1IAF
WRONG_CODE,006Px00000MKTijIAH,AGRD Partners_LDCI,AGRD Partners Group AB,Closed Won,2025-12-18,3,1,16500.00,7500.00,https://lawbusinessresearch.my.salesforce.com/006Px00000MKTijIAH
WRONG_CODE,006Px00000N8AxpIAF,Law.com - Keller Rohrback,Keller Rohrback L.L.P.,Closed Won,2026-01-23,3,1,66000.00,0,https://lawbusinessresearch.my.salesforce.com/006Px00000N8AxpIAF
WRONG_CODE,006Px00000ONuYLIA1,SU - Chubb - Law.com,Chubb Group,Closed Won,2026-02-27,3,1,4888.89,4888.89,https://lawbusinessresearch.my.salesforce.com/006Px00000ONuYLIA1
