tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities
1,name_exact,1,001Px00000VvpWQIAZ,Perkins Coie LLP,www.perkinscoie.com,2021-01-20T20:33:56.000+0000,34,1914,927,001Px00000j5KN9IAM,Perkins Coie LLP,,2026-08-20T18:20:06.000+0000,Kieran Hansen,N,1,1,55
1,name_exact,1,001Px00000VvMGjIAN,Phelps Dunbar LLP,www.phelps.com,2021-01-20T20:34:27.000+0000,18,212,117,001Px00000j5KNOIA2,Phelps Dunbar,,2026-08-20T18:20:06.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,001Px00000VvMGjIAN,Phelps Dunbar LLP,www.phelps.com,2021-01-20T20:34:27.000+0000,18,212,117,001Px00000j5KNPIA2,Phelps Dunbar LLP,,2026-08-20T18:20:06.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,0016g00001AOQn7AAH,Pillsbury Winthrop Shaw Pittman LLP,www.pillsburylaw.com,2021-01-20T20:34:51.000+0000,20,965,1135,001Px00000heQV1IAM,Pillsbury Winthrop Shaw Pittman LLP,,2026-07-25T18:12:59.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOQqBAAX,Pinsent Masons LLP,www.pinsentmasons.com,2021-01-20T20:34:57.000+0000,28,2535,1176,001Px00000cAVQZIA4,Pinsent Masons,,2026-01-12T12:54:00.000+0000,Kieran Hansen,N,1,4,3
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000j5PSOIA2,Proskauer Rose,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000j5PSPIA2,Proskauer Rose,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000j5PSQIA2,Proskauer Rose,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,129
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000j5PSSIA2,Proskauer Rose LLP,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000jAIvAIAW,Proskauer Rose LLP,,2026-08-22T10:39:50.000+0000,Kieran Hansen,N,1,2,42
1,name_exact,1,001Px00000VvRLQIA3,Proskauer Rose LLP,www.proskauer.com,2021-01-20T20:36:59.000+0000,28,913,1278,001Px00000j5PSTIA2,"Proskauer Rose, LLP",,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000heahoIAA,Reed Smith,,2026-07-25T18:10:33.000+0000,Kieran Hansen,N,3,5,4
1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000hebq5IAA,Reed Smith,,2026-07-25T18:13:18.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvjteIAB,Reed Smith LLP,www.reedsmith.com,2021-01-20T20:39:29.000+0000,42,3352,1674,001Px00000j5PSrIAM,Reed Smith LLP,,2026-08-20T18:20:12.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,0016g00001AOUBfAAP,Ropes & Gray LLP,www.ropesgray.com,2021-01-20T20:41:49.000+0000,19,2442,1119,001Px00000j5MsTIAU,Ropes & Gray,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,426
1,name_exact,1,0016g00001AOUBfAAP,Ropes & Gray LLP,www.ropesgray.com,2021-01-20T20:41:49.000+0000,19,2442,1119,001Px00000j5MsUIAU,Ropes Gray,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,0016g00001AOVKNAA5,Saul Ewing LLP,www.saul.com,2021-01-20T20:44:04.000+0000,24,335,269,001Px00000j5MszIAE,Saul Ewing,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtTIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtUIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,001Px00000Vvm5RIAR,Seyfarth Shaw LLP,www.seyfarth.com,2021-01-20T20:45:53.000+0000,31,1559,772,001Px00000j5MtVIAU,Seyfarth Shaw,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40
1,name_exact,1,001Px00000VwYq6IAF,"Shook, Hardy & Bacon L.L.P",www.shb.com,2021-01-20T20:46:43.000+0000,20,411,314,001Px00000j5MteIAE,Shook Hardy & Bacon,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,7
1,name_exact,1,001Px00000VwYq6IAF,"Shook, Hardy & Bacon L.L.P",www.shb.com,2021-01-20T20:46:43.000+0000,20,411,314,001Px00000j5MtfIAE,Shook Hardy Bacon,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,5
1,name_exact,1,0016g00001AOWnaAAH,"Shumaker, Loop & Kendrick, LLP",www.shumaker.com,2021-01-20T20:46:43.000+0000,9,162,142,001Px00000ihO83IAE,"Shumaker, Loop & Kendrick, LLP",,2026-06-30T14:19:56.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtkIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtlIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,2,40
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtmIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,10
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtnIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,4,35
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtoIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,4,35
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtpIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,25
1,name_exact,1,0016g00001AOWqsAAH,Sidley Austin LLP,www.sidley.com,2021-01-20T20:46:48.000+0000,34,3540,1956,001Px00000j5MtqIAE,Sidley Austin,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,5
1,name_exact,1,001Px00000VvFZ9IAN,Simmons & Simmons LLP,www.simmons-simmons.com,2021-01-20T20:47:07.000+0000,27,2080,1038,001Px00000hec2xIAA,Simmons & Simmons LLP,,2026-07-25T18:13:54.000+0000,Kieran Hansen,N,1,3,1
1,name_exact,1,0016g00001AOXJmAAP,"Skadden, Arps, Slate, Meagher & Flom LLP",www.skadden.com,2021-01-20T20:47:38.000+0000,27,2933,3393,001Px00000j5MtwIAE,Skadden Arps Slate Meagher Flom,,2026-08-20T18:20:17.000+0000,Kieran Hansen,N,1,1,40
1,alias_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,0016g00001AOPtnAAH,Patton Boggs,www.pattonboggs.com,2021-01-20T20:33:04.000+0000,Kamyar Jannati,Y,1,6,1
1,alias_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000VvojTIAR,Patton Boggs,,2025-11-13T10:08:50.000+0000,Kieran Hansen,N,1,20,0
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000heTgoIAE,Squire Patton Boggs,,2026-07-25T18:13:58.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5CJoIAM,Squire Patton Boggs,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,4
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5CJpIAM,Squire Patton Boggs,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,16
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5CJqIAM,Squire Patton Boggs,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,29
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5CJrIAM,Squire Patton Boggs,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,20
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5CJsIAM,Squire Patton Boggs,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,111
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000j5NY6IAM,Squire Patton Boggs,,2026-08-20T18:18:04.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000jAGHeIAO,Squire Patton Boggs,,2026-08-22T10:39:45.000+0000,Kieran Hansen,N,1,2,5
1,alias_exact,1,001Px00000VvZULIA3,Squire Patton Boggs,www.squirepattonboggs.com,2021-01-20T20:49:33.000+0000,63,2424,1161,001Px00000VvoO5IAJ,Squire Sanders,,2025-11-13T10:07:34.000+0000,Kieran Hansen,N,2,47,4
1,name_exact,1,0016g00001AOZ3vAAH,"Stevens & Lee, P.C.",www.stevenslee.com,2021-01-20T20:50:31.000+0000,11,143,244,001Px00000hec81IAA,Stevens & Lee,,2026-07-25T18:14:05.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOZ3vAAH,"Stevens & Lee, P.C.",www.stevenslee.com,2021-01-20T20:50:31.000+0000,11,143,244,001Px00000j53PyIAI,"Stevens & Lee, P.C.",,2026-08-20T15:55:30.000+0000,Sneha Mekala,N,1,1,0
1,name_exact,1,0016g00001AOZ77AAH,Stinson LLP,www.stinson.com,2021-01-20T20:50:36.000+0000,17,335,294,001Px00000cAQgiIAG,STINSON LEGAL,,2020-02-06T14:52:29.000+0000,Scott Lewis,Y,1,1,0
1,name_exact,1,0016g00001AOZgjAAH,Sullivan & Cromwell LLP,www.sullcrom.com,2021-01-20T20:51:37.000+0000,19,1256,2145,001Px00000hec8sIAA,Sullivan & Cromwell,,2026-07-25T18:14:05.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOZgjAAH,Sullivan & Cromwell LLP,www.sullcrom.com,2021-01-20T20:51:37.000+0000,19,1256,2145,001Px00000j5CKYIA2,Sullivan Cromwell,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,35
1,name_exact,1,0016g00001AOZgjAAH,Sullivan & Cromwell LLP,www.sullcrom.com,2021-01-20T20:51:37.000+0000,19,1256,2145,001Px00000j5CKZIA2,Sullivan Cromwell,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,24
1,name_exact,1,0016g00001AOZgjAAH,Sullivan & Cromwell LLP,www.sullcrom.com,2021-01-20T20:51:37.000+0000,19,1256,2145,001Px00000j5CKaIAM,Sullivan Cromwell,,2026-08-20T18:20:22.000+0000,Kieran Hansen,N,1,1,15
1,name_exact,1,001Px00000VyBosIAF,Susman Godfrey LLP,www.susmangodfrey.com,2021-01-20T20:52:07.000+0000,11,154,368,001Px00000heQhyIAE,Susman Godfrey,,2026-07-25T18:08:08.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VyBosIAF,Susman Godfrey LLP,www.susmangodfrey.com,2021-01-20T20:52:07.000+0000,11,154,368,001Px00000hec99IAA,Susman Godfrey LLP,,2026-07-25T18:14:08.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VyBosIAF,Susman Godfrey LLP,www.susmangodfrey.com,2021-01-20T20:52:07.000+0000,11,154,368,001Px00000hlfLwIAI,Susman Godfrey LLP,,2026-07-14T14:34:33.000+0000,Ron Dinkins,N,1,1,1
1,name_exact,1,001Px00000VvtXhIAJ,Taylor Wessing Verein,www.taylorwessing.com,2025-11-13T10:24:16.000+0000,18,832,346,001Px00000hSnBjIAK,Taylor Wessing Partnerschaftsgesellschaft mbB,,2026-05-26T12:47:57.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,0016g00001AOcTZAA1,Thompson Hine LLP,www.thompsonhine.com,2021-01-20T20:56:50.000+0000,14,400,151,001Px00000j5NldIAE,Thompson Hine,,2026-08-20T18:20:43.000+0000,Kieran Hansen,N,1,1,6
1,name_exact,1,0016g00001AOcTZAA1,Thompson Hine LLP,www.thompsonhine.com,2021-01-20T20:56:50.000+0000,14,400,151,001Px00000hlfBuIAI,Thompson Hine LLP,,2025-10-29T16:43:58.000+0000,Jamaal Lewis,N,1,0,0
1,alias_exact,1,0016g00001AOdUoAAL,Troutman Pepper Locke LLP,www.troutman.com,2021-01-20T20:15:54.000+0000,68,2945,932,001Px00000j5GFoIAM,Locke Lord,,2026-08-20T18:17:02.000+0000,Kieran Hansen,N,1,1,4
1,alias_exact,1,0016g00001AOdUoAAL,Troutman Pepper Locke LLP,www.troutman.com,2021-01-20T20:15:54.000+0000,68,2945,932,001Px00000j5GFzIAM,Locke Lord LLP,,2026-08-20T18:17:02.000+0000,Kieran Hansen,N,1,0,0
1,alias_exact,1,0016g00001AOdUoAAL,Troutman Pepper Locke LLP,www.troutman.com,2021-01-20T20:15:54.000+0000,68,2945,932,001Px00000jAGGVIA4,Locke Lord LLP,,2026-08-22T10:39:45.000+0000,Kieran Hansen,N,1,1,24
1,alias_exact,1,0016g00001AOdUoAAL,Troutman Pepper Locke LLP,www.troutman.com,2021-01-20T20:15:54.000+0000,68,2945,932,001Px00000j5KN7IAM,Pepper Hamilton,,2026-08-20T18:20:06.000+0000,Kieran Hansen,N,1,1,4
1,alias_exact,1,0016g00001AOdUoAAL,Troutman Pepper Locke LLP,www.troutman.com,2021-01-20T20:15:54.000+0000,68,2945,932,001Px00000j5LBxIAM,Pepper Hamilton,,2026-08-20T18:17:44.000+0000,Kieran Hansen,N,1,1,8
1,name_exact,1,001Px00000VvZXMIA3,"Wachtell, Lipton, Rosen & Katz",www.wlrk.com,2021-01-20T21:03:30.000+0000,2,251,763,001Px00000j5PcaIAE,Wachtell Lipton Rosen Katz,,2026-08-20T18:20:48.000+0000,Kieran Hansen,N,1,1,25
1,name_exact,1,001Px00000VvZXMIA3,"Wachtell, Lipton, Rosen & Katz",www.wlrk.com,2021-01-20T21:03:30.000+0000,2,251,763,001Px00000j5PcbIAE,Wachtell Lipton Rosen Katz,,2026-08-20T18:20:48.000+0000,Kieran Hansen,N,1,1,25
1,name_exact,1,001Px00000Vvm4ZIAR,"Weil, Gotshal & Manges LLP",www.weil.com,2021-01-20T21:04:23.000+0000,23,2069,1265,001Px00000j5PcvIAE,Weil Gotshal & Manges LLP,,2026-08-20T18:20:48.000+0000,Kieran Hansen,N,1,1,6
1,name_exact,1,001Px00000Vvm4ZIAR,"Weil, Gotshal & Manges LLP",www.weil.com,2021-01-20T21:04:23.000+0000,23,2069,1265,001Px00000j5PcwIAE,Weil Gotshal Manges,,2026-08-20T18:20:48.000+0000,Kieran Hansen,N,1,1,3
1,name_exact,1,001Px00000VvL2BIAV,"Weinberg, Wheeler, Hudgins, Gunn & Dial, LLC",www.wwhgd.com,2021-01-20T21:04:23.000+0000,5,100,193,001Px00000heaQbIAI,Weinberg Wheeler Hudgins Gunn & Dial,,2026-07-25T18:09:18.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvL2BIAV,"Weinberg, Wheeler, Hudgins, Gunn & Dial, LLC",www.wwhgd.com,2021-01-20T21:04:23.000+0000,5,100,193,001Px00000hecV3IAI,Weinberg Wheeler Hudgins Gunn & Dial,,2026-07-25T18:15:04.000+0000,Kieran Hansen,N,1,1,0
1,name_exact,1,001Px00000VvmTxIAJ,White & Case LLP,www.whitecase.com,2021-01-20T21:04:56.000+0000,57,4964,4217,001Px00000heTgiIAE,White & Case,,2026-07-25T18:13:58.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VvmTxIAJ,White & Case LLP,www.whitecase.com,2021-01-20T21:04:56.000+0000,57,4964,4217,001Px00000j5PdBIAU,White & Case LLP,,2026-08-20T18:20:48.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,0016g00001AOgkyAAD,Wiley Rein LLP,www.wiley.law,2021-01-20T21:05:17.000+0000,7,253,205,001Px00000j5F6JIAU,Wiley Rein LLP,,2026-08-20T18:18:57.000+0000,Kieran Hansen,N,1,1,1
1,name_exact,1,001Px00000VxW0NIAV,Williams & Connolly LLP,www.wc.com,2021-01-20T21:05:22.000+0000,3,209,293,001Px00000heZg2IAE,Williams & Connolly LLP,,2026-07-25T18:08:12.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VxW0NIAV,Williams & Connolly LLP,www.wc.com,2021-01-20T21:05:22.000+0000,3,209,293,001Px00000hecQTIAY,Williams & Connolly LLP,,2026-07-25T18:14:51.000+0000,Kieran Hansen,N,1,2,0
1,name_exact,1,001Px00000VxW0NIAV,Williams & Connolly LLP,www.wc.com,2021-01-20T21:05:22.000+0000,3,209,293,001Px00000j5HMiIAM,Williams & Connolly LLP,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,0,0
1,name_exact,1,001Px00000VxW0NIAV,Williams & Connolly LLP,www.wc.com,2021-01-20T21:05:22.000+0000,3,209,293,001Px00000jAIvLIAW,Williams & Connolly LLP,,2026-08-22T10:39:50.000+0000,Kieran Hansen,N,1,1,28
1,name_exact,1,0016g00001AOgqqAAD,Willkie Farr & Gallagher LLP,www.willkie.com,2021-01-20T21:05:22.000+0000,20,1589,1118,001Px00000j5F6RIAU,Willkie Farr & Gallagher,,2026-08-20T18:18:57.000+0000,Kieran Hansen,N,1,1,4
1,alias_exact,1,0016g00001AOgrVAAT,Wilmer Cutler Pickering Hale and Dorr LLP,www.wilmerhale.com,2021-01-20T21:05:17.000+0000,17,1740,1545,001Px00000j5PI0IAM,Hale Dorr,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,35
1,name_exact,1,0016g00001AOgsMAAT,Wilson Elser Moskowitz Edelman & Dicker LLP,www.wilsonelser.com,2021-01-20T21:05:28.000+0000,33,440,417,001Px00000j5HMpIAM,Wilson Elser Moskowitz Edelman Dicker,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,2
1,name_exact,1,0016g00001AOgt0AAD,Wilson Sonsini Goodrich & Rosati Professional Corporation,www.wsgr.com,2021-01-20T21:05:28.000+0000,40,677,626,001Px00000j5HMqIAM,Wilson Sonsini Goodrich & Rosati,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,47
1,name_exact,1,0016g00001AOgx4AAD,Winstead PC,www.winstead.com,2021-01-20T21:05:34.000+0000,12,159,104,001Px00000j5HMuIAM,Winstead Pc,,2026-08-20T18:20:53.000+0000,Kieran Hansen,N,1,1,12
1,name_exact,1,001Px00000VvVePIAV,Winston Taylor LLP,www.winstontaylor.com,2021-01-20T19:46:27.000+0000,46,2950,1433,001Px00000hTHmOIAW,Winston Taylor LLP,,2026-06-30T17:13:57.000+0000,David Winn,N,1,2,0
1,alias_exact,1,001Px00000VvNUXIA3,Withersworldwide LLP,www.withersworldwide.com,2021-01-20T20:09:30.000+0000,23,681,546,001Px00000hecUDIAY,Withers,,2026-07-25T18:15:04.000+0000,Kieran Hansen,N,1,1,0
1,alias_exact,1,001Px00000VwYp5IAF,Womble Bond Dickinson,www.womblebonddickinson.com,2021-01-20T19:34:19.000+0000,58,1649,614,001Px00000VvNVXIA3,Bond Dickinson LLP,,2025-11-13T10:11:39.000+0000,Kieran Hansen,N,1,6,0
1,name_exact,1,0016g00001AOhuOAAT,Zhong Yin Law Firm,www.zhongyinlawyer.com,2021-01-20T20:56:15.000+0000,5,27,17,0016g00001AOhuNAAT,Zhong Yin,www.zhongyinlawyer.com.tw,2021-01-20T21:07:34.000+0000,Kamyar Jannati,N,1,2,1
2,name_extends,1,0016g00001ANnDBAA1,Akin Gump Strauss Hauer & Feld LLP,www.akingump.com,2021-01-20T19:16:50.000+0000,26,1761,991,001Px00000hloUDIAY,"AKIN GUMP STRAUSS HAUER & FELD LLP , DUBAI",,2026-02-04T17:44:15.000+0000,Nirlipta Nihar Parida,N,1,0,0
2,alias_extends,1,001Px00000VvfTpIAJ,Allen Overy Shearman Sterling LLP,www.aoshearman.com,2021-01-20T19:17:41.000+0000,57,6867,3528,001Px00000hloUuIAI,A&O SHEARMAN GROUP,,2026-04-20T00:27:26.000+0000,Khris Fenton,N,1,1,0
2,name_short_form,1,0016g00001ANr4aAAD,Barnes & Thornburg LLP,www.btlaw.com,2021-01-20T19:24:18.000+0000,26,633,296,001Px00000heWA0IAM,BARNES,,2026-07-25T18:08:30.000+0000,Kieran Hansen,N,1,1,0
2,name_short_form,1,001Px00000VvNVPIA3,Bird & Bird LLP,www.twobirds.com,2021-01-20T19:26:35.000+0000,39,2807,2106,001Tm00000K5SGIIA3,Bird,www.bird.com,2025-06-25T08:31:23.000+0000,Kieran Hansen,N,1,2,1
2,name_short_form,1,0016g00001ANsQTAA1,"Blake, Cassels & Graydon LLP",www.blakes.com,2021-01-20T19:26:52.000+0000,10,1460,938,001Px00000cAYzAIAW,Blake,,2021-06-23T14:15:39.000+0000,Kieran Hansen,N,1,1,0
2,name_extends,1,0016g00001ANt2nAAD,Bracewell LLP,www.bracewell.com,2021-01-20T19:28:04.000+0000,20,550,394,001Px00000VxXFnIAN,Bracewell & Patterson,,2025-11-13T14:26:11.000+0000,Kieran Hansen,N,1,1,0
2,name_short_form,1,0016g00001ANt3wAAD,Bradley Arant Boult Cummings LLP,www.bradley.com,2021-01-20T19:28:04.000+0000,18,602,305,0016g00001ANt3mAAD,Bradley,www.bradleycorp.com,2021-01-20T19:28:04.000+0000,Kamyar Jannati,N,1,3,2
2,name_short_form,1,0016g00001ANtZ9AAL,"Brownstein Hyatt Farber Schreck, LLP",www.bhfs.com,2021-01-20T19:29:01.000+0000,13,219,337,001Px00000j5KWfIAM,Brownstein Hyatt Farber,,2026-08-20T18:15:26.000+0000,Kieran Hansen,N,1,0,0
2,name_short_form,1,0016g00001ANtZ9AAL,"Brownstein Hyatt Farber Schreck, LLP",www.bhfs.com,2021-01-20T19:29:01.000+0000,13,219,337,001Px00000jAKoYIAW,Brownstein Hyatt Farber,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,20
2,alias_extends,1,0016g00001ANtcKAAT,Bryan Cave Leighton Paisner LLP,www.bclplaw.com,2021-01-20T19:29:08.000+0000,46,2542,921,001Px00000VwPIPIA3,Berwin Leighton Paisner LLP- Uk,,2025-11-13T11:46:46.000+0000,Kieran Hansen,N,1,0,0
2,name_short_form,1,001Px00000Vvaq6IAB,Buchanan Ingersoll & Rooney PC,www.bipc.com,2021-01-20T19:29:14.000+0000,25,392,442,0016g00001ANth6AAD,Buchanan,www.buchanan.uk.com,2021-01-20T19:29:14.000+0000,Kamyar Jannati,N,1,1,0
2,name_short_form,1,001Px00000Vvaq6IAB,Buchanan Ingersoll & Rooney PC,www.bipc.com,2021-01-20T19:29:14.000+0000,25,392,442,0016g00001ANth8AAD,Buchanan,www.bchn.com.au,2021-01-20T19:29:14.000+0000,Kamyar Jannati,N,1,2,2
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Tm00000N5Wa4IAF,CMS Cepcor,www.cmscepcor.com,2025-09-09T06:49:26.000+0000,Karnati Nihanth,N,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1UAAT,CMS Compliance Group Inc,www.cmscompliancegroup.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000bh8r1IAA,CMS Computers,www.cms.co.in,2026-03-17T11:53:57.000+0000,Kieran Hansen,N,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1VAAT,CMS Corp,www.cms-corporation.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1XAAT,CMS Energy Corporation,www.cmsenergy.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,2,15,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000cATacIAG,CMS Global Group,cmsglobalgroup.com/,2015-02-24T23:08:10.000+0000,Kieran Hansen,Y,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,0016g00001ANx1ZAAT,CMS Global Group Inc,www.cmsglobalgroup.com,2021-01-20T19:35:36.000+0000,Kamyar Jannati,N,1,1,0
2,name_extends,1,0016g00001ANx1bAAD,CMS Legal,www.cms.law,2021-01-20T19:31:35.000+0000,106,6828,3358,001Px00000irTTGIA2,CMS Group,www.cms.com.tr,2026-08-17T17:45:17.000+0000,Roland Nukpe,N,1,0,0
